gene_accession,UK047D1T0,PT125H2T1,UK044D2T0,UK015H1T0,PT114D1T0,PT120D1T1,PT218D1T1,UK031D1T0,UK034H1T0,PT021D2T0,PT015H2T0,UK018D1T0,UK018H1T0,PT120D1T0,PT218H1T0,UK028D1T0,PT221D1T1,PT023H2T0,PT015H4T0,UK036H1T0,PT051H1T0,PT120H1T0,PT114H1T0,PT114D1T1,PT024D1T0,PT021H2T0,UK002H2T0,UK014D1T0,PT221H1T1,PT120D2T0,UK008D1T0,UK008H1T0,PT205H4T1,PT012D1T0,PT017D1T0,UK012H1T0,PT120H1T1,UK031H1T0,UK038D2T0,UK026D1T0,PT125D1T0,PT218D1T0,UK020D1T0,PT054H1T0,PT221D1T0,PT014D1T0,UK015D1T0,PT120H2T0,PT010D1T0,PT053H1T0,UK014H2T0,UK033H1T0,PT024D1T0B,UK019H2T0,UK036D1T0,UK053D1T0,PT026D1T0,PT205H2T0,UK053H1T0,PT046D1T0,PT120D3T1,PT021D1T0,PT114H2T1,PT221H2T1,PT052H1T0,PT051D1T0,PT131H2T0,UK026H1T0,UK019H1T0,PT131D1T0,PT050D1T0,UK002H1T0,UK034D1T0,PT131D1T1,UK005D1T0,PT019H2T0,PT019D1T0,PT019D1T0B,PT131H1T0,PT012H1T0,UK047D1T0B,PT051D3T0,PT205H4T0,UK044D1T0,UK036D1T0B,UK002D1T0,PT015D1T0,PT046H1T0,PT023H1T0,PT054D1T0,PT125H1T1,UK014H1T0,PT125D1T1,PT015H3T0,UK015H2T0,PT010H1T0,PT218H1T1,PT015H1T0,PT010H2T0,PT125H2T0,PT051D2T0,PT114H1T1,UK019D1T0,PT014H1T0,PT120D3T0,PT114H2T0,UK014D1T0B,PT221H2T0,PT131H1T1,PT118H1T1,PT024H1T0,PT205D1T0,PT131H2T1,UK012D1T0,PT221H1T0,PT118H1T0,UK028H1T0,PT024H2T0,PT051H2T0,PT118D1T1,PT120D2T1,UK038H1T0,PT205D1T1,PT019H1T0,PT120H2T1,UK047H1T0,PT017H1T0,PT052D1T0,UK005H1T0,PT026H1T0,PT051D5T0,PT118D1T0,PT050H1T0,PT205H2T1,UK033D1T0,PT053D1T0,UK020H1T0,UK005H2T0,UK008D1T0B,UK044D3T0,PT125H1T0,PT050D1T0B,PT046D1T0B,UK044H1T0,PT023D1T0
MEG_743|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_903|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,23,0,0,0,79,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,110,1433,0,3278,0,236,80,307,2534,954,1258,59,2792,0,0,0,0,3606,1658,3217,3565,2404,3459,0,1721,3355,2222,0,1745,0,0,3278,2345,353,552,3099,2682,2780,1919,1710,3648,0,0,3075,0,177,128,3421,0,3483,1482,2898,2088,3668,656,137,316,3491,928,462,1763,739,3098,2492,3354,3146,3135,0,250,0,2460,1523,0,0,0,2047,835,817,3514,1544,0,3196,3071,0,526,0,629,3004,3647,2310,2735,1815,2641,1320,3189,2921,1707,2241,2744,2437,2902,2145,0,2059,0,1931,0,3371,3577,3445,3188,0,3451,0,1994,3515,1045,1635,1209,2356,618,3129,104,1841,3563,1143,3287,2719,2847,3409,0,3259,3424,2870,0,929,2810,3057,0,0,1918,2399,431,988,1227
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,27,0,0,0,0,0,0,0,0,0,0,45,53,258,9,0,0,412,0,57,0,540,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,2,0,0,132,0,0,0,0,0,546,0,0,0,0,0,0,36,0,0,0,0,0,6,0,12,0,0,12,627,0,0,2,0,0,0,0,39,32,376,4,0,0,0,0,0,0,195,8,38,0,24,0,0,0,0,0,51,0,0,40,30,254,0,48,0,4,0,6,7,0,0,0,0,0,0,0,0,41,557,0,0,19,371,21,0,0,0,291,0,18,0,0,8,369,0,0,28,4,0,0,554,0,0,0,0
MEG_7615|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6671|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,548,48,0,0,257,0,0,150,0,0,480,0,0,44,0,0,123,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,253,0,338,0,0,0,0,46,0,0,0,0,0,0,0,386,114,0,308,39,0,64,0,0,0,18,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,38,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0
MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,45,1154,21,1094,0,65,312,268,415,30,1012,731,1015,47,1136,27,143,1010,1170,938,1065,1127,1097,467,258,1055,821,14,1122,62,0,362,1127,41,1071,1117,1125,153,0,122,0,288,0,1103,190,0,0,1212,121,1142,1095,888,327,950,14,0,174,1070,1166,410,178,43,1148,1124,1014,34,1118,1163,139,0,114,1008,57,80,0,1161,243,232,916,793,52,10,1122,25,0,24,1148,1078,1076,996,1204,1190,59,1078,1076,1188,1209,938,1214,1169,294,1087,0,1044,44,447,22,1147,966,1195,1186,0,1124,86,1125,1120,676,1130,1077,25,243,1167,462,1098,1206,0,1130,1185,1037,1162,194,0,1126,1164,0,0,987,1004,0,355,1146,73,362,795,1095
MEG_1620|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8651|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,74,160,0,0,301,175,0,0,126,0,159,0,653,593,107,344,0,105,716,68,75,0,755,0,0,0,96,0,122,336,158,0,90,32,134,0,113,108,0,0,236,281,417,474,0,0,0,0,136,527,179,0,0,0,0,0,1201,55,0,0,216,0,254,0,49,0,179,23,1346,319,0,169,0,0,0,78,0,18,0,67,62,0,167,0,0,0,345,366,249,217,149,0,128,0,0,0,435,35,0,38,186,96,0,35,0,0,0,186,0,0,39,1429,171,0,0,0,207,77,271,0,138,186,1415,57,0,184,0,657,0,0,0,0,0,276,146,0,0,0,195,0,1366,0,0,0,0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,124,119,9,9,800,645,584,0,611,108,756,0,64,857,467,769,772,554,417,548,15,539,727,530,61,240,447,243,599,839,704,805,329,70,571,0,617,373,7,24,799,786,880,678,79,0,12,172,625,561,657,61,110,330,8,166,519,285,231,0,656,338,782,437,314,73,679,39,869,836,17,581,227,731,0,249,10,0,396,405,111,247,719,11,5,12,834,685,713,631,348,35,590,176,43,0,404,39,435,249,576,211,0,103,695,101,291,764,198,43,69,74,670,0,702,34,805,397,693,238,613,690,792,347,298,806,581,624,223,696,343,13,30,619,545,0,23,0,764,274,803,16,26,0,660
MEG_6683|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,500,28,0,0,0,0,0,129,0,0,313,0,0,18,0,0,97,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,195,0,303,0,0,0,0,33,10,0,0,0,0,0,0,405,81,0,216,15,0,54,0,0,0,16,0,0,0,33,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,55,31,420,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0
MEG_780|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1824|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_877|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,361,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8719|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,1279,1394,1763,0,2322,1139,0,1252,1129,819,0,2500,0,0,1937,831,0,0,0,0,0,0,875,2132,819,0,0,1389,0,680,1800,0,1559,3159,1102,1533,0,1302,1211,1932,0,818,912,1087,5420,1987,1371,0,1928,0,1236,1147,1054,0,1108,1891,1584,0,0,2047,1123,1497,752,0,0,537,1492,1532,1549,5054,732,0,2580,2235,1325,0,1212,1065,0,2105,1152,628,1137,1312,786,1439,949,879,1169,1552,1375,1603,0,0,1056,1266,1432,673,1345,0,1040,1950,1824,0,0,647,1427,0,0,0,0,1928,1121,1525,0,0,1294,0,0,1280,1233,1431,2576,1194,0,1760,1274,1078,1572,0,1078,694,0,0,1771,1360,1288,1364,1244,1919,0,739,2003,0,1607
MEG_7463|Drugs|Glycopeptides|VanB-type_regulator|VANRB,0,0,0,34,0,0,0,0,568,0,0,0,34,0,0,0,0,0,12,188,0,265,20,0,0,108,0,0,87,0,0,0,0,0,0,106,104,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,174,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,119,0,0,0,0,22,44,0,0,499,34,0,0,196,0,12,0,0,0,58,0,0,0,0,441,0,33,0,66,0,0,0,0,413,0,574,0,0,0,82,54,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8709|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,20,0,0,0,570,0,0,0,300,0,0,185,0,0,398,0,0,46,0,0,114,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,260,0,354,0,0,0,0,34,20,0,0,0,0,0,0,432,102,0,282,0,0,34,26,0,0,0,0,0,0,39,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,96,55,458,0,43,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,517,0,0,0,0
MEG_5912|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1894|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5393|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6398|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6730|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,223,0,0,0,373,0,0,58,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,435,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
MEG_904|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,17,0,0,0,71,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0
MEG_7841|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YODB,82,71,6,10,351,329,264,0,251,61,325,8,43,365,261,364,335,254,200,266,15,253,299,249,47,143,241,203,259,359,322,332,222,105,305,0,292,214,6,23,335,361,378,347,42,9,11,120,315,250,321,76,78,148,14,104,301,157,112,20,345,206,343,185,147,40,295,39,364,356,15,320,95,330,2,113,0,0,224,223,54,129,320,14,9,9,339,321,312,343,174,30,281,102,27,5,241,29,255,117,248,153,4,77,351,86,206,307,186,25,59,64,298,2,289,16,338,181,304,118,288,299,339,210,227,335,266,252,170,280,188,14,16,270,316,12,23,0,327,146,350,8,10,0,289
MEG_7089|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,0,0,0,0,0,33,0,0,87,0,0,0,0,0,0,0,108,0,0,0,68,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,71,0,0,0,68,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,78,351,0,0,54,196,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1606,66,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,44,0,0,282,0,0
MEG_2386|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2327|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2402|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,464,0,0,0,592,0,24,175,0,0,865,0,19,0,0,0,98,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,292,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,232,0,290,0,0,0,0,0,0,0,0,0,10,0,0,390,99,0,674,23,0,322,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,52,365,0,59,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,362,0,0,31,0
MEG_2926|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,0,0,0,0,0,0,0,0,0,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2188|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,208,283,0,40,1713,508,1413,0,1296,384,1911,0,78,2065,1469,1208,1875,1396,978,1728,21,1498,1708,1120,124,117,0,0,1588,2108,1899,1924,56,23,22,0,1652,1187,0,32,1962,1404,2198,486,157,0,0,398,582,1347,1830,38,201,645,22,327,157,502,474,43,0,590,1820,918,717,145,1943,128,2160,2237,0,0,413,2012,0,0,0,0,774,573,170,499,1872,0,0,35,2050,1687,1787,1876,66,57,1365,25,74,0,276,0,115,464,1258,525,0,48,15,214,0,1747,13,66,225,30,1885,0,1828,35,2241,770,1797,485,1372,1726,1993,0,962,1993,1912,1270,0,1851,647,34,40,1344,0,0,0,0,2006,485,2023,0,20,0,1857
